"year","month","day","hour","windspeed_10m","temperature","radiation_direct_horizontal","radiation_diffuse_horizontal","load_entsoe_power_statistics","load_entsoe_transparency","solar_generation_actual","wind_onshore_generation_actual"
2015,1,1,0,2.67,-6.503,0,0,6908,5964,0,70
2015,1,1,1,2.79,-6.458,0,0,6601,5726,0,64
2015,1,1,2,2.9,-6.253,0,0,6311,5347,0,65
2015,1,1,3,2.93,-5.908,0,0,6230,5249,0,64
2015,1,1,4,3.1,-5.516,0,0,6321,5309,0,64
2015,1,1,5,3.25,-5.148,0,0,6377,5574,0,84
2015,1,1,6,3.29,-4.841,0.00904127969368,0.311158720306,6677,5925,0,131
2015,1,1,7,3.27,-4.179,1.56136021108,25.9639397889,7035,6343,2,109
2015,1,1,8,3.23,-2.807,7.54672846651,75.0442715335,7394,6882,10,146
2015,1,1,9,3.22,-1.315,17.2072945294,116.917105471,7770,6963,21,146
2015,1,1,10,3.22,-0.051,35.4288911293,146.892308871,7820,7110,32,158
2015,1,1,11,3,0.791,58.5237704044,151.472129596,7694,7136,37,187
2015,1,1,12,2.8,1.234,59.1382986072,131.958601393,7565,7013,35,244
2015,1,1,13,2.61,1.186,32.55521768,95.50558232,7469,6735,27,299
2015,1,1,14,2.41,0.46,6.6182413015,38.6152586985,7581,6543,14,327
2015,1,1,15,2.44,-0.586,0.160001334629,1.31469866537,8157,6603,3,346
2015,1,1,16,2.56,-1.445,0,0,8458,6735,0,310
2015,1,1,17,2.54,-1.879,0,0,8391,6626,0,205
2015,1,1,18,2.44,-2.239,0,0,8078,6738,0,222
2015,1,1,19,2.25,-2.376,0,0,7635,6654,0,251
2015,1,1,20,2.2,-2.551,0,0,7219,6255,0,138
2015,1,1,21,2.27,-2.739,0,0,7234,6221,0,92
2015,1,1,22,2.44,-2.716,0,0,6778,5864,0,103
2015,1,1,23,2.6,-2.599,0,0,6459,5533,0,106
2015,1,2,0,2.62,-2.383,0,0,6210,5205,0,79
2015,1,2,1,2.58,-2.1,0,0,6101,4971,0,126
2015,1,2,2,2.56,-1.744,0,0,6018,4669,0,195
2015,1,2,3,2.56,-1.549,0,0,6218,4756,0,225
2015,1,2,4,2.68,-1.68,0,0,6915,5080,0,237
2015,1,2,5,2.84,-1.849,0,0,7604,5422,0,211
2015,1,2,6,3.03,-2.036,0.0717794053169,0.631020594683,8360,5856,0,242
2015,1,2,7,3.19,-1.411,13.7907739951,37.5356260049,8795,6366,3,302
2015,1,2,8,3.2,0.513,68.0748247892,80.9343752108,9053,6431,15,369
2015,1,2,9,3.36,2.151,136.944035972,97.401864028,9131,6699,33,413
2015,1,2,10,3.63,3.286,193.061796877,97.0962031234,9060,6543,50,407
2015,1,2,11,3.73,4.013,192.04296338,99.15273662,8836,6310,58,424
2015,1,2,12,3.76,4.081,109.194862575,112.907337425,8840,6257,55,478
2015,1,2,13,4.03,3.183,21.2788373254,89.0073626746,8830,6307,41,520
2015,1,2,14,4.64,2.012,1.56234810161,25.8722518984,8996,6502,20,578
2015,1,2,15,4.79,1.385,0.0195151753508,0.629384824649,9576,6889,4,553
2015,1,2,16,4.96,1.386,0,0,9766,5972,0,1048
2015,1,2,17,4.89,1.564,0,0,9378,5892,0,1498
2015,1,2,18,4.86,1.663,0,0,8787,5807,0,1615
2015,1,2,19,4.86,1.559,0,0,8214,5313,0,1702
2015,1,2,20,4.93,1.244,0,0,7639,5379,0,1637
2015,1,2,21,4.93,0.775,0,0,7602,5325,0,1512
2015,1,2,22,4.95,0.363,0,0,7060,5145,0,1407
2015,1,2,23,4.95,0.034,0,0,6681,5827,0,1373
2015,1,3,0,4.96,-0.292,0,0,6306,5779,0,1350
2015,1,3,1,5.14,-0.555,0,0,6071,5467,0,1304
2015,1,3,2,5.13,-0.892,0,0,5952,5201,0,1241
2015,1,3,3,5.01,-1.237,0,0,6091,5244,0,1146
2015,1,3,4,4.68,-1.493,0,0,6482,5405,0,1423
2015,1,3,5,4.27,-1.641,0,0,6940,5402,0,1366
2015,1,3,6,3.89,-1.763,0.0362991638451,0.627500836155,7632,5553,1,1323
2015,1,3,7,3.68,-1.466,4.52911380929,36.5321861907,8103,5476,5,1296
2015,1,3,8,3.57,-0.34,15.5224955733,90.9246044267,8365,5612,20,1059
2015,1,3,9,3.43,0.733,26.7715691388,131.923630861,8573,5660,41,903
2015,1,3,10,3.34,1.425,29.9468630184,153.714936982,8500,5663,58,718
2015,1,3,11,3.05,1.608,10.4805715718,124.688128428,8222,5305,65,503
2015,1,3,12,2.65,1.274,2.96963179817,77.2136682018,8113,4932,59,293
2015,1,3,13,2.54,0.847,1.15128403856,44.2434159614,8164,4706,43,279
2015,1,3,14,2.52,0.327,0.28412127874,15.0953787213,8378,4833,23,356
2015,1,3,15,2.42,-0.142,0.00647754202479,0.443022457975,8943,5124,6,346
2015,1,3,16,2.39,-0.334,0,0,9059,6064,0,301
2015,1,3,17,2.43,-0.386,0,0,8695,5937,0,114
2015,1,3,18,2.53,-0.402,0,0,8216,5767,0,83
2015,1,3,19,2.72,-0.349,0,0,7742,5697,0,69
2015,1,3,20,2.63,-0.432,0,0,7347,5329,0,67
2015,1,3,21,2.78,-0.515,0,0,7352,5570,0,54
2015,1,3,22,2.81,-0.56,0,0,6905,5452,0,61
2015,1,3,23,2.98,-0.698,0,0,6491,5513,0,57
2015,1,4,0,3.43,-0.714,0,0,6125,5234,0,143
2015,1,4,1,4.16,-0.609,0,0,5965,5106,0,569
2015,1,4,2,4.7,-0.808,0,0,5847,4804,0,1081
2015,1,4,3,5.22,-1.085,0,0,5944,4797,0,1424
2015,1,4,4,5.93,-1.223,0,0,6189,4868,0,1639
2015,1,4,5,6.13,-1.413,0,0,6423,5035,0,1672
2015,1,4,6,6.5,-1.581,0.0698008228832,0.741199177117,6962,5385,0,1667
2015,1,4,7,6.97,-1.368,9.07596443635,38.3729355636,7448,5513,3,1732
2015,1,4,8,7.5,-0.723,40.855727932,91.413572068,7827,5567,14,1849
2015,1,4,9,7.84,-0.085,72.8443929376,125.067107062,8173,5618,28,1921
2015,1,4,10,8,0.339,97.9162628611,140.745037139,8273,5621,40,1945
2015,1,4,11,8.06,0.515,94.7549563774,142.841143623,7988,5540,46,1914
2015,1,4,12,7.99,0.39,59.8162907478,130.759509252,7754,5454,42,1910
2015,1,4,13,7.66,0.019,20.5001136286,91.3414863714,7597,5162,31,1886
2015,1,4,14,7.16,-0.563,4.21176518848,36.3596348115,7784,5044,16,1839
2015,1,4,15,6.76,-1.259,0.0487143420809,1.00318565792,8515,5292,4,1825
2015,1,4,16,6.56,-1.558,0,0,8723,4946,0,1813
2015,1,4,17,6.5,-1.673,0,0,8626,4833,0,1802
2015,1,4,18,6.51,-1.686,0,0,8330,5035,0,1777
2015,1,4,19,6.43,-1.744,0,0,7887,5067,0,1674
2015,1,4,20,6.29,-1.871,0,0,7497,4753,0,1561
2015,1,4,21,6.26,-2.027,0,0,7485,5092,0,1406
2015,1,4,22,6.18,-2.172,0,0,6982,5177,0,1421
2015,1,4,23,6.05,-2.317,0,0,6676,6180,0,1473
2015,1,5,0,5.86,-2.499,0,0,6473,6005,0,1566
2015,1,5,1,5.63,-2.738,0,0,6334,5987,0,1575
2015,1,5,2,5.4,-3.017,0,0,6243,5758,0,1549
2015,1,5,3,5.14,-3.248,0,0,6422,5692,0,1460
2015,1,5,4,5.01,-3.338,0,0,7066,5979,0,1370
2015,1,5,5,4.86,-3.37,0,0,7738,6252,0,1301
2015,1,5,6,4.95,-3.3,0.0432382179795,0.70646178202,8538,6770,0,1235
2015,1,5,7,5.23,-2.74,5.08596247877,36.6533375212,9048,6833,4,1148
2015,1,5,8,5.43,-1.666,15.977369772,88.254530228,9323,7129,18,1363
2015,1,5,9,5.64,-0.74,26.5969574834,126.756242517,9465,7428,36,1421
2015,1,5,10,5.82,-0.197,36.8347845209,149.382415479,9613,7268,49,1651
2015,1,5,11,5.96,0.032,40.0737380968,151.175561903,9370,7290,56,1580
2015,1,5,12,6.08,0.055,34.1184151426,132.459384857,9357,7423,52,1599
2015,1,5,13,6.05,-0.169,20.4548890909,94.4006109091,9385,7260,38,1846
2015,1,5,14,5.94,-0.842,5.67684646389,39.2992535361,9396,7390,19,1832
2015,1,5,15,5.98,-1.774,0.248494270012,1.77370572999,9868,7248,4,1788
2015,1,5,16,5.97,-2.154,0,0,10007,7791,0,1813
2015,1,5,17,5.81,-2.343,0,0,9758,7560,0,1785
2015,1,5,18,5.6,-2.492,0,0,9123,7351,0,1705
2015,1,5,19,5.22,-2.662,0,0,8486,7251,0,1499
2015,1,5,20,4.95,-2.852,0,0,7882,6582,0,1338
2015,1,5,21,4.68,-3.093,0,0,7919,6429,0,1263
2015,1,5,22,4.51,-3.274,0,0,7379,6182,0,1164
2015,1,5,23,4.22,-3.493,0,0,6920,5523,0,1112
2015,1,6,0,3.83,-3.767,0,0,6606,5220,0,960
2015,1,6,1,3.63,-4.035,0,0,6440,5015,0,866
2015,1,6,2,3.43,-4.232,0,0,6279,4868,0,791
2015,1,6,3,3.16,-4.423,0,0,6363,4974,0,741
2015,1,6,4,2.93,-4.551,0,0,6549,4926,0,716
2015,1,6,5,2.75,-4.698,0,0,6785,4742,0,589
2015,1,6,6,2.64,-4.911,0.158102835989,0.926397164011,7320,5437,0,642
2015,1,6,7,2.71,-4.389,25.5952707765,35.8842292235,7709,5821,4,614
2015,1,6,8,2.62,-2.565,115.758998198,59.1602018015,8086,6248,17,441
2015,1,6,9,2.52,-0.602,213.866500331,60.0466996688,8422,6608,36,321
2015,1,6,10,2.44,0.484,272.422869146,57.9579308544,8469,6946,53,398
2015,1,6,11,2.32,0.994,278.156632952,56.3176670479,8031,6642,62,485
2015,1,6,12,2.21,1.09,232.502678457,54.2774215431,7841,6204,59,551
2015,1,6,13,1.92,0.657,142.987849083,50.7092509165,7718,5994,45,527
2015,1,6,14,1.78,-1.148,38.2396762637,35.2511237363,7769,6010,24,470
2015,1,6,15,2.08,-3.2,0.46400540737,1.75219459263,8474,6565,7,422
2015,1,6,16,2.2,-4.246,0,0,8990,7218,0,319
2015,1,6,17,2.23,-4.918,0,0,8872,7112,0,383
2015,1,6,18,2.21,-5.407,0,0,8621,6675,0,268
2015,1,6,19,2.15,-5.829,0,0,8144,6040,0,152
2015,1,6,20,2.07,-6.163,0,0,7686,5732,0,93
2015,1,6,21,1.95,-6.303,0,0,7775,6084,0,60
2015,1,6,22,1.91,-6.401,0,0,7301,5728,0,94
2015,1,6,23,1.97,-6.472,0,0,7076,5973,0,178
2015,1,7,0,2.16,-6.522,0,0,6786,5568,0,189
2015,1,7,1,2.48,-6.492,0,0,6671,5642,0,271
2015,1,7,2,2.7,-6.315,0,0,6596,5547,0,304
2015,1,7,3,2.93,-6.26,0,0,6922,5846,0,459
2015,1,7,4,3.07,-6.418,0,0,7981,6134,0,532
2015,1,7,5,3.18,-6.736,0,0,9381,6658,0,627
2015,1,7,6,3.28,-6.979,0.0459695103958,0.811630489604,10194,7557,0,762
2015,1,7,7,3.34,-6.518,5.05054035412,37.1963596459,10456,7301,3,755
2015,1,7,8,3.5,-4.728,21.7593892379,92.7651107621,10467,7589,15,767
2015,1,7,9,3.5,-2.868,38.7265425333,131.376357467,10614,8031,34,782
2015,1,7,10,3.4,-1.61,60.0437015372,152.262198463,10574,8168,49,760
2015,1,7,11,3.14,-0.651,80.2073186208,151.517381379,10412,8316,57,594
2015,1,7,12,2.77,-0.125,61.1792729596,134.69082704,10296,8395,53,443
2015,1,7,13,2.4,-0.164,25.388202648,96.610497352,10304,8556,40,370
2015,1,7,14,1.91,-1.017,5.85154791046,40.7270520895,10364,8250,22,329
2015,1,7,15,1.87,-2.315,0.133061541104,1.6602384589,10864,7679,6,293
2015,1,7,16,1.95,-2.867,0,0,11033,8570,0,283
2015,1,7,17,1.94,-3.226,0,0,10688,8500,0,210
2015,1,7,18,1.99,-3.542,0,0,9941,8064,0,184
2015,1,7,19,2.01,-3.823,0,0,9372,7256,0,148
2015,1,7,20,2.05,-4.06,0,0,8764,6923,0,137
2015,1,7,21,2.04,-4.261,0,0,8586,6833,0,113
2015,1,7,22,2,-4.395,0,0,8015,6600,0,121
2015,1,7,23,1.89,-4.499,0,0,7753,6651,0,140
2015,1,8,0,1.87,-4.576,0,0,7481,6357,0,166
2015,1,8,1,1.87,-4.559,0,0,7311,6360,0,175
2015,1,8,2,1.78,-4.422,0,0,7257,6417,0,191
2015,1,8,3,1.79,-4.344,0,0,7547,6302,0,173
2015,1,8,4,1.88,-4.187,0,0,8430,6601,0,186
2015,1,8,5,2.08,-4.011,0,0,9681,7193,0,188
2015,1,8,6,2.28,-3.845,0.0254725752266,0.697727424773,10502,7686,0,152
2015,1,8,7,2.48,-3.228,2.56411911889,32.1159808811,10733,8061,3,147
2015,1,8,8,2.6,-1.793,14.4924735256,88.7420264744,10772,8289,17,199
2015,1,8,9,2.66,-0.473,34.1365443694,131.826555631,10818,7662,36,268
2015,1,8,10,2.71,0.571,60.1596348569,154.212165143,10837,7548,52,334
2015,1,8,11,2.77,1.268,77.5471618964,153.014738104,10485,7753,62,373
2015,1,8,12,2.81,1.615,69.3507913402,134.36140866,10443,7959,62,388
2015,1,8,13,2.74,1.483,39.1771901609,99.9508098391,10333,8037,50,421
2015,1,8,14,2.67,0.64,7.80628529012,43.5556147099,10392,7986,29,494
2015,1,8,15,2.98,-0.276,0.152164271797,1.8164357282,10770,8117,10,545
2015,1,8,16,3.32,-0.469,0,0,11029,8256,2,582
2015,1,8,17,3.53,-0.514,0,0,10694,8340,0,582
2015,1,8,18,3.77,-0.553,0,0,9942,8259,0,561
2015,1,8,19,3.95,-0.513,0,0,9355,7917,0,623
2015,1,8,20,4.25,-0.408,0,0,8589,7268,0,570
2015,1,8,21,4.69,-0.281,0,0,8448,7185,0,623
2015,1,8,22,5.16,-0.025,0,0,7869,7322,0,618
2015,1,8,23,5.52,0.334,0,0,7501,6851,0,526
2015,1,9,0,5.63,0.564,0,0,7163,6560,0,510
2015,1,9,1,5.6,0.579,0,0,6934,6468,0,565
2015,1,9,2,5.44,0.381,0,0,6864,6526,0,1128
2015,1,9,3,5.01,0.167,0,0,7276,6398,0,1548
2015,1,9,4,4.52,-0.125,0,0,8118,6978,0,1151
2015,1,9,5,4.11,-0.602,0,0,9339,7006,0,719
2015,1,9,6,4.02,-0.746,0.0571135195311,1.10588648047,10145,6886,0,608
2015,1,9,7,4.12,0.078,1.45448365929,28.4145163407,10482,6947,8,946
2015,1,9,8,4.32,1.178,4.06430576026,65.9808942397,10486,6750,33,1015
2015,1,9,9,4.45,2.583,34.3916522985,138.747347701,10551,6491,66,631
2015,1,9,10,4.74,3.759,83.0449187361,159.488481264,10451,6067,94,659
2015,1,9,11,5.08,4.272,56.5220000375,162.346199962,10039,5986,105,661
2015,1,9,12,5.4,4.045,15.8976464966,123.525453503,9968,6146,92,822
2015,1,9,13,5.76,3.564,5.69279475393,77.1441052461,9936,6583,67,998
2015,1,9,14,6.26,3.152,1.37451773416,30.0977822658,10078,6228,37,1395
2015,1,9,15,6.63,2.897,0.0213565196389,0.954643480361,10539,6776,11,1422
2015,1,9,16,6.84,2.941,0,0,10616,6768,1,1569
2015,1,9,17,7.08,3.181,0,0,10223,6714,0,1697
2015,1,9,18,7.34,3.546,0,0,9570,6382,0,1788
2015,1,9,19,7.48,3.767,0,0,8902,5702,0,1955
2015,1,9,20,7.66,3.901,0,0,8297,5410,0,1965
2015,1,9,21,7.9,3.981,0,0,8256,5596,0,1949
2015,1,9,22,7.96,4.02,0,0,7541,5627,0,1866
2015,1,9,23,8.15,3.989,0,0,7167,5731,0,1675
2015,1,10,0,8.23,4.043,0,0,6712,5658,0,1337
2015,1,10,1,8.05,4.189,0,0,6477,4936,0,1003
2015,1,10,2,7.87,4.484,0,0,6283,5118,0,834
2015,1,10,3,7.71,4.979,0,0,6330,5352,0,595
2015,1,10,4,7.8,5.655,0,0,6693,5493,0,609
2015,1,10,5,8.46,6.573,0,0,7140,5650,0,821
2015,1,10,6,9.47,7.368,0.0399909809719,0.924109019028,7895,6385,1,1408
2015,1,10,7,9.74,7.969,3.05523830141,33.6227616986,8438,6803,9,1712
2015,1,10,8,9.74,8.777,22.910436852,94.262563148,8640,6964,36,1894
2015,1,10,9,9.35,9.61,61.2053907582,132.549509242,8838,6717,73,1950
2015,1,10,10,9.17,10.311,107.535885891,143.233414109,8727,6530,104,1873
2015,1,10,11,8.93,10.756,126.03325524,136.93614476,8310,6348,117,1708
2015,1,10,12,8.63,10.929,114.973326453,119.726973547,8094,5962,118,1809
2015,1,10,13,8.36,10.641,62.1329173487,95.4295826513,8051,5782,97,1859
2015,1,10,14,8.28,9.792,13.1516664363,47.0168335637,8151,5737,55,1707
2015,1,10,15,8.19,8.78,0.233546536652,2.21735346335,8628,5600,16,1693
2015,1,10,16,8.15,8.361,0,0,8993,5831,1,1775
2015,1,10,17,8.16,8.143,0,0,8583,5776,0,1703
2015,1,10,18,8.14,8.012,0,0,8112,5800,0,1785
2015,1,10,19,8.04,7.925,0,0,7618,5172,0,1803
2015,1,10,20,7.88,7.845,0,0,7164,4819,0,1681
2015,1,10,21,7.78,7.689,0,0,7239,4645,0,1812
2015,1,10,22,7.57,7.429,0,0,6756,5453,0,1873
2015,1,10,23,7.03,7.003,0,0,6394,5400,0,1858
2015,1,11,0,6.08,6.303,0,0,5993,5087,0,1787
2015,1,11,1,5.09,5.287,0,0,5892,4926,0,1306
2015,1,11,2,4.26,4.195,0,0,5738,4802,0,903
2015,1,11,3,3.53,3.274,0,0,5848,4790,0,771
2015,1,11,4,3.05,2.71,0,0,6033,4952,0,575
2015,1,11,5,2.7,2.363,0,0,6295,5213,0,849
2015,1,11,6,2.54,2.132,0.0116297065703,0.68287029343,6962,5369,0,1241
2015,1,11,7,2.85,1.993,0.323797209657,16.9932027903,7541,5763,6,1219
2015,1,11,8,3.56,2.024,1.08673288773,45.2044671123,8085,5593,21,1534
2015,1,11,9,4.68,1.975,2.54962907973,77.5693709203,8542,5984,42,1553
2015,1,11,10,5.96,1.858,5.1416073282,107.893992672,8685,6279,60,1498
2015,1,11,11,6.95,1.704,10.376745919,133.292354081,8357,6274,67,1803
2015,1,11,12,7.57,1.392,11.9843771808,125.925922819,8135,6368,67,1860
2015,1,11,13,7.58,0.967,5.51338408188,81.6315159181,8004,6093,56,1808
2015,1,11,14,7.65,0.519,1.565241349,33.901958651,7992,5993,31,1798
2015,1,11,15,7.58,0.025,0.0478842424547,1.63781575755,8518,6008,7,1770
2015,1,11,16,7.61,-0.333,0,0,8772,5950,0,1648
2015,1,11,17,7.62,-0.643,0,0,8770,6162,0,1552
2015,1,11,18,7.5,-0.866,0,0,8392,5888,0,1384
2015,1,11,19,7.24,-1.035,0,0,7973,5921,0,1572
2015,1,11,20,7.11,-1.1,0,0,7638,5476,0,1688
2015,1,11,21,7.03,-1.093,0,0,7764,5397,0,1516
2015,1,11,22,7.02,-1.064,0,0,7307,5312,0,1691
2015,1,11,23,7.04,-1.06,0,0,7034,6690,0,1555
2015,1,12,0,7,-1.031,0,0,6832,6415,0,1585
2015,1,12,1,6.84,-0.999,0,0,6683,6087,0,1711
2015,1,12,2,6.66,-0.905,0,0,6636,6016,0,1746
2015,1,12,3,6.53,-0.74,0,0,7026,5964,0,1849
2015,1,12,4,6.5,-0.681,0,0,8076,6289,0,1846
2015,1,12,5,6.58,-0.673,0,0,9483,6769,0,1790
2015,1,12,6,6.51,-0.624,0.0957199722524,1.52348002775,10340,7328,1,1729
2015,1,12,7,6.26,-0.111,5.0456440851,41.0754559149,10515,7398,8,1823
2015,1,12,8,6.23,1.041,20.7053705569,97.8536294431,10494,7519,30,1794
2015,1,12,9,6.19,2.027,46.3526254993,140.467974501,10569,8163,57,1835
2015,1,12,10,6.14,2.725,63.887288347,162.270911653,10465,7990,82,1770
2015,1,12,11,5.85,3.013,38.7425420908,158.600957909,10178,7814,96,1690
2015,1,12,12,5.25,2.909,17.2789210678,126.474278932,10040,7616,93,1279
2015,1,12,13,4.54,2.493,7.44206780147,82.8876321985,9884,7749,74,787
2015,1,12,14,3.95,1.631,2.4383680883,36.1172319117,9925,7512,44,501
2015,1,12,15,3.67,0.475,0.177110175763,2.56018982424,10536,7579,17,540
2015,1,12,16,3.59,0.07,0,0,10705,7741,3,419
2015,1,12,17,3.51,-0.111,0,0,10403,7798,0,345
2015,1,12,18,3.42,-0.275,0,0,9728,7297,0,305
2015,1,12,19,3.4,-0.576,0,0,9155,7148,0,341
2015,1,12,20,3.42,-1.033,0,0,8405,7028,0,327
2015,1,12,21,3.48,-1.516,0,0,8258,6834,0,357
2015,1,12,22,3.54,-1.754,0,0,7746,6920,0,350
2015,1,12,23,3.58,-1.767,0,0,7363,7043,0,295
2015,1,13,0,3.52,-1.584,0,0,7117,6696,0,353
2015,1,13,1,3.47,-1.369,0,0,6936,6503,0,362
2015,1,13,2,3.4,-1.111,0,0,6876,6221,0,333
2015,1,13,3,3.39,-0.96,0,0,7232,6299,0,332
2015,1,13,4,3.4,-1.068,0,0,8272,6887,0,343
2015,1,13,5,3.4,-1.248,0,0,9582,7639,0,281
2015,1,13,6,3.34,-1.191,0.512878081856,2.01392191814,10387,8537,0,245
2015,1,13,7,3.13,0.338,46.8610630933,34.6673369067,10502,8875,11,237
2015,1,13,8,2.81,3.262,166.525029035,43.8141709649,10513,8835,43,204
2015,1,13,9,2.7,5.544,263.673340805,45.7789591952,10378,8860,87,149
2015,1,13,10,2.83,6.792,317.339004583,46.5287954174,10193,8676,126,112
2015,1,13,11,2.9,7.338,316.991904022,47.3329959778,9914,8316,148,190
2015,1,13,12,2.78,7.201,264.733104707,47.4947952931,9775,8128,141,218
2015,1,13,13,2.49,6.01,169.644548448,45.7922515521,9830,8096,106,361
2015,1,13,14,2.67,3.271,53.7702947025,35.7709052975,9859,7914,58,547
2015,1,13,15,2.98,0.45,1.15053977704,3.15256022296,10393,7876,17,586
2015,1,13,16,3.02,-0.463,0,0,10751,7835,1,596
2015,1,13,17,3.04,-0.579,0,0,10534,7704,0,608
2015,1,13,18,2.96,-0.527,0,0,9817,7179,0,437
2015,1,13,19,2.79,-0.366,0,0,9142,7205,0,339
2015,1,13,20,2.55,-0.233,0,0,8515,7082,0,296
2015,1,13,21,2.41,-0.106,0,0,8309,6988,0,281
2015,1,13,22,2.54,-0.082,0,0,7821,7115,0,310
2015,1,13,23,2.6,-0.3,0,0,7405,7124,0,312
2015,1,14,0,2.69,-0.325,0,0,7143,6850,0,416
2015,1,14,1,2.66,-0.235,0,0,6990,6760,0,406
2015,1,14,2,2.53,-0.002,0,0,6960,6642,0,364
2015,1,14,3,2.33,0.364,0,0,7260,6585,0,377
2015,1,14,4,2.18,0.585,0,0,8221,6816,0,444
2015,1,14,5,2.21,0.455,0,0,9556,7741,0,455
2015,1,14,6,2.29,0.211,0.207230371442,2.23236962856,10320,8667,0,378
2015,1,14,7,2.29,0.773,8.90398903556,47.8309109644,10526,8261,8,337
2015,1,14,8,2.28,2.252,26.845907187,103.724892813,10474,8452,32,272
2015,1,14,9,2.42,3.555,41.3724775863,144.422622414,10495,8469,70,223
2015,1,14,10,2.49,4.345,31.2697648097,157.73183519,10375,8323,103,198
2015,1,14,11,2.38,4.57,20.3512267955,147.826573205,10105,8304,120,199
2015,1,14,12,2.2,4.354,13.5243015804,124.20919842,10091,8082,110,140
2015,1,14,13,2.02,3.711,6.04338474039,81.2951152596,10068,8109,79,139
2015,1,14,14,2.17,2.542,1.41050513775,32.0963948622,10224,7987,42,151
2015,1,14,15,2.43,1.638,0.0404988590365,1.62300114096,10656,8147,12,236
2015,1,14,16,2.68,1.353,0,0,10869,8851,1,660
2015,1,14,17,2.92,1.114,0,0,10542,8539,0,629
2015,1,14,18,3.34,0.999,0,0,9717,7891,0,442
2015,1,14,19,3.89,0.953,0,0,9099,8110,0,273
2015,1,14,20,4.01,0.814,0,0,8396,7831,0,277
2015,1,14,21,4.44,0.742,0,0,8252,7491,0,598
2015,1,14,22,4.58,0.461,0,0,7773,7139,0,1270
2015,1,14,23,4.35,0.132,0,0,7366,6226,0,1621
2015,1,15,0,3.88,-0.443,0,0,7119,6100,0,1674
2015,1,15,1,3.5,-1.151,0,0,7005,6234,0,1533
2015,1,15,2,3.04,-1.752,0,0,6916,6201,0,1185
2015,1,15,3,2.73,-2.166,0,0,7206,6615,0,703
2015,1,15,4,2.5,-2.428,0,0,8237,7405,0,402
2015,1,15,5,2.46,-2.545,0,0,9661,8481,0,142
2015,1,15,6,2.48,-2.325,0.465123998214,2.75907600179,10402,8850,1,85
2015,1,15,7,2.28,-0.685,14.7823974936,49.2531025064,10510,9016,9,44
2015,1,15,8,2.22,1.335,30.7511143649,100.477985635,10496,9086,32,115
2015,1,15,9,2.76,2.447,50.3298035824,137.663296418,10585,9208,63,242
2015,1,15,10,3.52,3.36,100.751001143,153.387798857,10456,9314,90,310
2015,1,15,11,4.04,4.023,98.1734572225,154.141842778,10185,8999,102,476
2015,1,15,12,4.04,4.128,58.8703370143,141.354462986,10184,9090,97,698
2015,1,15,13,3.6,3.67,24.2925025251,101.318397475,10099,8880,76,869
2015,1,15,14,3.34,2.43,10.2080046723,50.8159953277,10091,8748,44,988
2015,1,15,15,3.42,0.542,0.423172560821,3.62752743918,10609,9048,14,986
2015,1,15,16,3.62,0.01,0,0,10873,9189,1,972
2015,1,15,17,3.72,-0.13,0,0,10680,8991,0,1056
2015,1,15,18,3.78,-0.191,0,0,9983,8898,0,1067
2015,1,15,19,3.71,-0.18,0,0,9355,8568,0,982
2015,1,15,20,3.53,-0.183,0,0,8706,8426,0,1109
2015,1,15,21,3.51,-0.261,0,0,8522,8293,0,1085
2015,1,15,22,3.62,-0.307,0,0,7884,7676,0,1085
2015,1,15,23,3.54,-0.415,0,0,7471,6988,0,1084
2015,1,16,0,3.48,-0.5,0,0,7256,6765,0,1111
2015,1,16,1,3.45,-0.557,0,0,7066,6734,0,1096
2015,1,16,2,3.2,-0.664,0,0,6979,6638,0,1083
2015,1,16,3,2.92,-0.791,0,0,7272,6742,0,990
2015,1,16,4,2.68,-0.888,0,0,8267,7412,0,906
2015,1,16,5,2.53,-0.892,0,0,9616,7975,0,855
2015,1,16,6,2.51,-0.782,0.100797530223,1.84580246978,10424,8596,2,621
2015,1,16,7,2.55,0.275,8.17206169213,46.2739383079,10563,8737,12,442
2015,1,16,8,2.68,2.068,42.4361388307,101.221661169,10557,8928,39,307
2015,1,16,9,2.91,3.501,108.078430048,125.785569952,10508,8976,81,231
2015,1,16,10,2.97,4.824,177.26416815,122.17403185,10317,9289,119,117
2015,1,16,11,3.01,5.895,183.375749352,119.784950648,9889,9002,138,83
2015,1,16,12,3.02,6.403,139.414682131,116.197017869,9729,8911,130,74
2015,1,16,13,2.92,6.141,68.9101112317,99.7720887683,9636,8241,96,78
2015,1,16,14,2.98,4.665,14.2503811519,52.9454188481,9696,8197,50,82
2015,1,16,15,3.27,2.883,0.243197911511,3.16080208849,10197,8478,13,97
2015,1,16,16,3.53,2.309,0,0,10501,8864,1,261
2015,1,16,17,3.76,2.391,0,0,10168,8547,0,708
2015,1,16,18,3.93,2.488,0,0,9409,8087,0,882
2015,1,16,19,4.04,2.362,0,0,8727,7714,0,964
2015,1,16,20,4.02,2.102,0,0,8180,7449,0,1032
2015,1,16,21,4.04,2.062,0,0,8097,7636,0,1138
2015,1,16,22,3.97,2.098,0,0,7513,6900,0,1281
2015,1,16,23,3.98,2.175,0,0,7164,6626,0,1347
2015,1,17,0,4.08,2.321,0,0,6894,6342,0,1504
2015,1,17,1,4.11,2.471,0,0,6615,6230,0,1552
2015,1,17,2,4.18,2.486,0,0,6523,6071,0,1559
