"year","month","day","hour","windspeed_10m","temperature","radiation_direct_horizontal","radiation_diffuse_horizontal","load_entsoe_power_statistics","load_entsoe_transparency","solar_generation_actual","wind_onshore_generation_actual"
2015,12,16,4,1.18,0.76,0,0,8585,7415,0,8
2015,12,16,5,1.17,0.708,0,0,9924,8645,0,6
2015,12,16,6,1.18,0.802,0.00968241353378,0.275317586466,10396,9480,8,4
2015,12,16,7,1.19,1.244,2.86020470299,29.825395297,10361,9746,18,4
2015,12,16,8,1.23,2.439,16.9105398818,86.0779601182,10346,9798,46,5
2015,12,16,9,1.2,3.946,37.2035319916,127.410168008,10396,9889,78,4
2015,12,16,10,1.24,5.182,51.4188200319,147.658479968,10215,9784,103,5
2015,12,16,11,1.36,5.858,60.5165325129,148.882567487,10154,9533,110,13
2015,12,16,12,1.52,5.959,47.2850562455,130.116743755,10127,9614,97,16
2015,12,16,13,1.61,5.444,24.4574309591,92.3221690409,10134,9606,71,22
2015,12,16,14,1.5,4.026,4.4163930128,35.3859069872,10366,9600,35,31
2015,12,16,15,1.84,2.503,0.0184663046036,0.548433695396,10692,9865,12,65
2015,12,16,16,2.14,2.058,0,0,10561,9983,8,126
2015,12,16,17,2.41,1.917,0,0,10138,9733,8,177
2015,12,16,18,2.5,1.75,0,0,9624,9406,0,225
2015,12,16,19,2.54,1.678,0,0,8960,8768,0,338
2015,12,16,20,2.59,1.74,0,0,8621,8107,0,460
2015,12,16,21,2.62,1.821,0,0,8261,8023,0,458
2015,12,16,22,2.58,1.872,0,0,7615,7438,0,592
2015,12,16,23,2.61,1.852,0,0,7515,6832,0,610
2015,12,17,0,2.66,1.827,0,0,7246,6541,0,603
2015,12,17,1,2.62,1.777,0,0,7091,6372,0,653
2015,12,17,2,2.51,1.725,0,0,6981,6239,0,607
2015,12,17,3,2.46,1.717,0,0,7358,6407,0,545
2015,12,17,4,2.49,1.705,0,0,8275,7201,0,552
2015,12,17,5,2.53,1.729,0,0,9661,8296,0,591
2015,12,17,6,2.64,1.802,0.00268523323771,0.155314766762,10476,9138,8,676
2015,12,17,7,2.75,2.22,0.638383608312,19.3428163917,10680,9456,18,681
2015,12,17,8,2.89,3.175,3.03234834168,59.6258516583,10769,9490,47,714
2015,12,17,9,3.11,4.14,7.04322116931,98.2486788307,10921,9533,80,756
2015,12,17,10,3.23,5.033,11.4286009102,123.94389909,10904,9555,104,687
2015,12,17,11,3.07,5.782,14.457002364,130.912097636,10702,9388,113,668
2015,12,17,12,2.75,6.347,16.383245119,120.910254881,10727,9421,105,563
2015,12,17,13,2.25,6.295,12.1396798103,87.0554201897,10684,9369,76,510
2015,12,17,14,1.96,5.233,3.9320231473,35.0896768527,10718,9399,36,447
2015,12,17,15,2.07,4.064,0.100461467973,1.04883853203,11036,9616,13,412
2015,12,17,16,2.13,3.693,0,0,10954,9730,8,385
2015,12,17,17,2.15,3.449,0,0,10583,9522,8,372
2015,12,17,18,2.25,3.247,0,0,9891,9166,0,357
2015,12,17,19,2.33,2.992,0,0,9421,8692,0,387
2015,12,17,20,2.35,2.789,0,0,8704,8020,0,391
2015,12,17,21,2.43,2.606,0,0,8498,7846,0,333
2015,12,17,22,2.42,2.439,0,0,7778,7229,0,320
2015,12,17,23,2.37,2.304,0,0,7381,6866,0,287
2015,12,18,0,2.3,2.146,0,0,7144,6490,0,255
2015,12,18,1,2.25,2.024,0,0,6952,6364,0,256
2015,12,18,2,2.21,1.989,0,0,6926,6211,0,247
2015,12,18,3,2.21,1.979,0,0,7249,6373,0,192
2015,12,18,4,2.21,1.999,0,0,8274,7101,0,160
2015,12,18,5,2.21,2.01,0,0,9563,8198,0,166
2015,12,18,6,2.22,2.091,0.00448832449989,0.1762116755,10384,9044,8,165
2015,12,18,7,2.29,2.689,2.46309604235,28.2693039577,10459,9341,19,132
2015,12,18,8,2.19,4.249,18.4144959362,85.7567040638,10410,9331,50,109
2015,12,18,9,2.01,5.851,54.4539584848,126.673241515,10473,9292,85,87
2015,12,18,10,1.87,7.253,83.2846308225,142.493769178,10276,9238,109,69
2015,12,18,11,1.77,8.177,80.8768381304,144.31576187,10079,8966,118,67
2015,12,18,12,1.69,8.393,43.3395081631,128.740091837,9995,8827,108,61
2015,12,18,13,1.42,7.707,14.3073881883,84.7403118117,9821,8759,78,89
2015,12,18,14,1.51,6.416,3.3962662569,32.1445337431,10024,8772,38,142
2015,12,18,15,1.71,5.192,0.0879813561137,0.952218643886,10484,9079,13,151
2015,12,18,16,1.94,4.701,0,0,10398,9247,8,136
2015,12,18,17,2.1,4.498,0,0,9996,9037,8,130
2015,12,18,18,2.18,4.321,0,0,9355,8656,0,143
2015,12,18,19,2.27,4.019,0,0,8837,8259,0,126
2015,12,18,20,2.36,3.839,0,0,8226,7548,0,106
2015,12,18,21,2.39,3.783,0,0,8046,7464,0,86
2015,12,18,22,2.35,3.727,0,0,7382,6981,0,70
2015,12,18,23,2.3,3.582,0,0,7058,6553,0,65
2015,12,19,0,2.26,3.531,0,0,6792,6223,0,72
2015,12,19,1,2.24,3.493,0,0,6552,6042,0,54
2015,12,19,2,2.15,3.356,0,0,6423,5837,0,42
2015,12,19,3,2.06,3.209,0,0,6538,5818,0,40
2015,12,19,4,1.96,3.063,0,0,6923,6109,0,44
2015,12,19,5,1.83,3.032,0,0,7429,6492,0,21
2015,12,19,6,1.63,3.113,0.00924783696006,0.23005216304,8100,7157,8,17
2015,12,19,7,1.36,3.726,4.2186403629,30.6561596371,8517,7458,21,14
2015,12,19,8,1.31,5.148,28.8949003878,85.6545996122,8777,7741,59,18
2015,12,19,9,1.33,6.633,75.1791958062,117.580104194,8856,7821,102,23
2015,12,19,10,1.43,7.787,118.907520974,125.325979026,8855,7836,131,28
2015,12,19,11,1.57,8.674,131.008962402,120.867437598,8554,7618,142,34
2015,12,19,12,1.65,8.998,114.800791701,105.769708299,8442,7455,130,73
2015,12,19,13,1.65,8.452,64.8171671165,82.1069328835,8423,7353,93,92
2015,12,19,14,1.86,6.682,14.2668324462,37.6973675538,8626,7448,43,105
2015,12,19,15,2.14,4.949,0.158901488077,0.991598511923,9144,7760,14,139
2015,12,19,16,2.28,4.126,0,0,9283,8002,8,167
2015,12,19,17,2.37,3.696,0,0,8846,7897,8,203
2015,12,19,18,2.38,3.392,0,0,8362,7488,0,230
2015,12,19,19,2.39,3.117,0,0,7928,7169,0,257
2015,12,19,20,2.45,2.798,0,0,7466,6795,0,264
2015,12,19,21,2.55,2.636,0,0,7426,6836,0,314
2015,12,19,22,2.63,2.549,0,0,6884,6422,0,370
2015,12,19,23,2.8,2.448,0,0,6581,6043,0,426
2015,12,20,0,2.85,2.324,0,0,6263,5733,0,437
2015,12,20,1,2.79,2.213,0,0,6138,5600,0,489
2015,12,20,2,2.74,2.012,0,0,5995,5456,0,524
2015,12,20,3,2.79,1.784,0,0,6036,5428,0,565
2015,12,20,4,2.91,1.589,0,0,6260,5588,0,657
2015,12,20,5,3.09,1.439,0,0,6509,5714,0,818
2015,12,20,6,3.26,1.298,0.00367371915797,0.141926280842,7152,6219,8,842
2015,12,20,7,3.43,1.626,3.07844820972,28.6603517903,7647,6585,18,900
2015,12,20,8,3.47,3.063,27.2661107507,86.1563892493,8107,6957,53,921
2015,12,20,9,3.58,4.518,67.1141464455,119.819953555,8464,7187,95,960
2015,12,20,10,3.6,5.703,108.278127682,129.032272318,8496,7283,128,1048
2015,12,20,11,3.54,6.561,142.944581377,117.399118623,8093,7053,143,1046
2015,12,20,12,3.44,6.775,111.416647308,106.894752692,7897,6864,135,930
2015,12,20,13,3.26,6.182,65.6267179175,82.2910820825,7815,6750,101,945
2015,12,20,14,3.13,4.233,13.4194866717,37.5536133283,7995,6843,49,871
2015,12,20,15,3.3,2.314,0.171937556495,1.00436244351,8483,7201,15,782
2015,12,20,16,3.43,1.752,0,0,8557,7585,8,789
2015,12,20,17,3.44,1.541,0,0,8499,7614,8,757
2015,12,20,18,3.2,1.453,0,0,8183,7398,0,760
2015,12,20,19,3.07,1.397,0,0,7855,7136,0,804
2015,12,20,20,2.94,1.249,0,0,7510,6817,0,768
2015,12,20,21,2.79,1.247,0,0,7496,6924,0,695
2015,12,20,22,2.65,1.276,0,0,7057,6520,0,664
2015,12,20,23,2.57,1.297,0,0,6780,6260,0,654
2015,12,21,0,2.49,1.347,0,0,6529,6074,0,707
2015,12,21,1,2.44,1.41,0,0,6412,5996,0,688
2015,12,21,2,2.36,1.348,0,0,6369,5897,0,575
2015,12,21,3,2.35,1.237,0,0,6689,6058,0,417
2015,12,21,4,2.31,1.094,0,0,7702,6797,0,295
2015,12,21,5,2.17,0.874,0,0,9120,7840,0,226
2015,12,21,6,2.04,0.744,0.00286223652472,0.147137763475,9999,8792,8,168
2015,12,21,7,2.07,1.295,1.28062121356,24.3830787864,10175,9022,18,115
2015,12,21,8,2.22,2.754,8.04354624203,77.506153758,10174,9071,50,113
2015,12,21,9,2.24,4.082,16.4731638353,118.515136165,10161,9085,91,113
2015,12,21,10,2.56,5.444,21.4426231335,140.126076866,10164,9043,122,99
2015,12,21,11,2.72,6.396,19.5298061221,138.311493878,10023,8894,135,91
2015,12,21,12,2.58,6.786,13.9534421135,116.464457887,10000,8856,119,84
2015,12,21,13,2.16,6.516,6.88350127537,76.8520987246,9988,8805,83,80
2015,12,21,14,2.04,5.359,1.39751287891,26.4625871211,10121,8880,39,101
2015,12,21,15,2.15,4.372,0.0209707267122,0.609329273288,10457,9246,13,126
2015,12,21,16,2.27,4.047,0,0,10567,9468,8,147
2015,12,21,17,2.42,3.607,0,0,10187,9299,8,211
2015,12,21,18,2.59,3.162,0,0,9578,8957,0,263
2015,12,21,19,2.79,2.916,0,0,8872,8368,0,236
2015,12,21,20,2.89,2.682,0,0,8233,7758,0,173
2015,12,21,21,3,2.407,0,0,8018,7604,0,221
2015,12,21,22,3.13,2.109,0,0,7449,7015,0,334
2015,12,21,23,3.29,1.982,0,0,6958,6511,0,436
2015,12,22,0,3.49,2.109,0,0,6705,6285,0,464
2015,12,22,1,3.68,2.329,0,0,6522,6102,0,472
2015,12,22,2,3.78,2.299,0,0,6411,5904,0,423
2015,12,22,3,3.77,2.224,0,0,6676,6048,0,408
2015,12,22,4,3.72,2.24,0,0,7661,6721,0,393
2015,12,22,5,3.62,2.271,0,0,8961,7761,0,440
2015,12,22,6,3.46,2.217,0.0319463856765,0.342453614324,9766,8576,8,420
2015,12,22,7,3.15,3.068,9.6388343221,33.2728656779,9910,8858,22,419
2015,12,22,8,2.77,5.644,72.2967151481,74.6786848519,9782,8898,63,376
2015,12,22,9,2.84,7.975,142.483021483,89.5039785172,9708,8854,114,302
2015,12,22,10,2.93,9.372,159.438890614,104.386209386,9625,8864,152,240
2015,12,22,11,2.94,10.309,168.280538493,102.244761507,9414,8639,167,225
2015,12,22,12,2.69,10.606,133.990021418,95.4731785818,9379,8742,151,231
2015,12,22,13,2.19,9.62,60.0771476845,81.9584523155,9404,8529,108,274
2015,12,22,14,2.42,7.423,8.65222154095,35.4352784591,9506,8554,51,413
2015,12,22,15,2.7,5.775,0.103478974561,0.874721025439,10113,8840,16,453
2015,12,22,16,2.8,5.231,0,0,10189,9067,8,448
2015,12,22,17,2.85,4.823,0,0,9842,8900,8,414
2015,12,22,18,2.88,4.494,0,0,9213,8624,0,336
2015,12,22,19,2.88,4.217,0,0,8603,8042,0,267
2015,12,22,20,2.84,4.093,0,0,8049,7449,0,231
2015,12,22,21,2.72,4.159,0,0,7866,7361,0,175
2015,12,22,22,2.51,4.437,0,0,7226,6737,0,133
2015,12,22,23,2.27,4.673,0,0,6858,6423,0,151
2015,12,23,0,2.04,4.765,0,0,6565,6083,0,217
2015,12,23,1,1.95,4.572,0,0,6440,5931,0,289
2015,12,23,2,2.01,4.025,0,0,6366,5751,0,289
2015,12,23,3,2.03,3.361,0,0,6639,5872,0,255
2015,12,23,4,1.99,2.62,0,0,7543,6418,0,221
2015,12,23,5,2.11,1.882,0,0,8741,7365,0,190
2015,12,23,6,2.35,1.232,0.0289819900517,0.310718009948,9453,8223,8,183
2015,12,23,7,2.51,1.664,15.2123804547,32.8435195453,9557,8420,22,157
2015,12,23,8,2.67,3.801,97.123007426,61.789892574,9506,8418,66,138
2015,12,23,9,2.62,6.042,180.422452185,68.5689478149,9399,8397,122,132
2015,12,23,10,2.86,7.971,230.107440853,69.6772591469,9253,8399,166,145
2015,12,23,11,3.25,9.298,240.876595933,66.0457040666,8886,8194,183,153
2015,12,23,12,3,9.768,197.701852939,63.0818470609,8809,8060,163,145
2015,12,23,13,2.41,9.031,114.85413499,56.8753650102,8717,7995,114,166
2015,12,23,14,2.29,6.783,26.2829353054,33.3726646946,8798,7980,53,157
2015,12,23,15,2.49,4.774,0.205286702673,0.942713297327,9476,8351,16,162
2015,12,23,16,2.53,4.12,0,0,9624,8599,8,216
2015,12,23,17,2.56,3.862,0,0,9249,8408,8,300
2015,12,23,18,2.56,3.781,0,0,8628,7996,0,347
2015,12,23,19,2.52,3.796,0,0,8122,7572,0,361
2015,12,23,20,2.44,3.845,0,0,7557,6985,0,362
2015,12,23,21,2.34,3.844,0,0,7402,6865,0,209
2015,12,23,22,2.22,3.71,0,0,6737,6307,0,69
2015,12,23,23,2.11,3.552,0,0,6285,5964,0,20
2015,12,24,0,1.97,3.404,0,0,6011,5569,0,23
2015,12,24,1,1.82,3.276,0,0,5863,5340,0,14
2015,12,24,2,1.69,3.083,0,0,5784,5145,0,11
2015,12,24,3,1.64,2.771,0,0,5947,5212,0,13
2015,12,24,4,1.63,2.279,0,0,6406,5499,0,26
2015,12,24,5,1.66,1.761,0,0,6900,5777,0,39
2015,12,24,6,1.76,1.247,0.0145228288175,0.253777171183,7576,6411,8,56
2015,12,24,7,1.97,1.592,8.52485093673,33.1772490633,7987,6780,24,81
2015,12,24,8,2.16,3.694,53.1681272825,79.7049727175,8055,6997,70,141
2015,12,24,9,2.44,5.356,128.753663071,94.151436929,7986,6972,125,154
2015,12,24,10,2.73,6.852,189.188287945,90.9926120546,7821,6934,164,154
2015,12,24,11,2.94,7.938,204.359562241,84.7555377589,7549,6731,178,193
2015,12,24,12,2.9,8.204,172.313413836,77.0043861637,7369,6472,159,274
2015,12,24,13,2.43,7.465,96.1194986992,66.9837013008,7165,6352,111,337
2015,12,24,14,2.2,5.082,20.9221412563,35.7125587437,7332,6256,52,308
2015,12,24,15,2.45,2.998,0.17737438374,0.95522561626,8013,6664,16,310
2015,12,24,16,2.49,2.267,0,0,8058,6956,7,295
2015,12,24,17,2.41,1.842,0,0,7626,6723,7,308
2015,12,24,18,2.36,1.788,0,0,7092,6280,0,289
2015,12,24,19,2.35,1.599,0,0,6888,6013,0,223
2015,12,24,20,2.25,1.34,0,0,6743,5813,0,168
2015,12,24,21,2.17,1.147,0,0,6893,6071,0,132
2015,12,24,22,2.2,1.018,0,0,6509,5796,0,149
2015,12,24,23,2.3,0.954,0,0,6143,1350,0,137
2015,12,25,0,2.41,0.981,0,0,5872,1197,0,167
2015,12,25,1,2.38,1.157,0,0,5701,1180,0,150
2015,12,25,2,2.39,1.136,0,0,5539,1213,0,141
2015,12,25,3,2.54,1.271,0,0,5641,1215,0,127
2015,12,25,4,2.67,1.256,0,0,5875,1237,0,113
2015,12,25,5,2.7,1.197,0,0,6092,1325,0,139
2015,12,25,6,2.74,1.222,0.0322778582478,0.339022141752,6602,1659,8,139
2015,12,25,7,2.71,2.15,11.2640613882,33.3626386118,7083,1784,22,131
2015,12,25,8,2.62,4.649,63.4758215207,75.7923784793,7356,1842,67,109
2015,12,25,9,2.66,6.876,138.225447743,88.4571522572,7521,1979,121,88
2015,12,25,10,2.51,8.563,211.348055736,80.023344264,7458,2047,161,66
2015,12,25,11,2.35,9.881,227.954991856,73.2426081444,6949,1870,176,63
2015,12,25,12,2.1,10.376,185.628496223,69.839103777,6716,1842,159,49
2015,12,25,13,1.43,9.519,104.006284737,62.763815263,6661,1884,112,45
2015,12,25,14,1.82,7.019,23.1694372449,34.7265627551,6921,1890,53,62
2015,12,25,15,2.24,4.937,0.243764933226,1.00783506677,7588,2478,16,71
2015,12,25,16,2.4,4.098,0,0,7742,3508,7,85
2015,12,25,17,2.47,3.582,0,0,7706,3972,7,99
2015,12,25,18,2.49,3.302,0,0,7416,4053,0,99
2015,12,25,19,2.5,3.136,0,0,7091,3712,0,84
2015,12,25,20,2.52,2.986,0,0,6742,3163,0,82
2015,12,25,21,2.56,2.856,0,0,6798,3444,0,99
2015,12,25,22,2.6,2.761,0,0,6332,2749,0,86
2015,12,25,23,2.64,2.69,0,0,6021,5546,0,94
2015,12,26,0,2.67,2.672,0,0,5747,5237,0,86
2015,12,26,1,2.65,2.702,0,0,5662,5106,0,96
2015,12,26,2,2.62,2.737,0,0,5565,4929,0,109
2015,12,26,3,2.58,2.748,0,0,5741,4975,0,142
2015,12,26,4,2.55,2.742,0,0,5929,5183,0,165
2015,12,26,5,2.54,2.726,0,0,6233,5417,0,162
2015,12,26,6,2.55,2.725,0.0502960189007,0.374303981099,6766,5797,8,169
2015,12,26,7,2.5,3.454,22.0783200113,31.6357799887,7249,6233,21,195
2015,12,26,8,2.34,5.713,106.31422436,57.20007564,7471,6542,63,195
2015,12,26,9,2.05,8.036,186.165733686,65.3259663141,7642,6750,114,204
2015,12,26,10,1.93,9.615,241.068084678,64.664715322,7573,6836,153,201
2015,12,26,11,1.93,10.653,246.176707714,63.138992286,7138,6560,171,172
2015,12,26,12,1.67,10.905,203.2837512,60.2223487999,6946,6377,157,158
2015,12,26,13,1.36,9.845,120.598858897,54.007841103,6835,6277,113,130
2015,12,26,14,1.83,7.505,30.3132004798,31.9155995202,6997,6380,55,168
2015,12,26,15,2.24,5.506,0.340727599886,1.03417240011,7675,6797,16,248
2015,12,26,16,2.43,4.516,0,0,7899,7130,7,242
2015,12,26,17,2.49,3.925,0,0,7855,7177,7,184
2015,12,26,18,2.51,3.598,0,0,7522,6972,0,158
2015,12,26,19,2.49,3.286,0,0,7157,6645,0,106
2015,12,26,20,2.47,2.903,0,0,6852,6239,0,97
2015,12,26,21,2.52,2.394,0,0,6851,6339,0,97
2015,12,26,22,2.59,1.946,0,0,6397,5966,0,83
2015,12,26,23,2.63,1.59,0,0,6070,5716,0,92
2015,12,27,0,2.65,1.309,0,0,5735,5351,0,86
2015,12,27,1,2.66,1.099,0,0,5691,5200,0,64
2015,12,27,2,2.65,1.008,0,0,5587,5026,0,56
2015,12,27,3,2.57,1.087,0,0,5683,5054,0,64
2015,12,27,4,2.47,1.268,0,0,5920,5251,0,69
2015,12,27,5,2.35,1.472,0,0,6184,5390,0,80
2015,12,27,6,2.33,1.571,0.0650109146187,0.410689085381,6812,5911,8,65
2015,12,27,7,2.2,2.289,23.357030379,31.308969621,7302,6320,22,65
2015,12,27,8,2.03,4.348,109.001646379,55.9059536211,7540,6628,66,74
2015,12,27,9,1.66,6.372,194.876067957,61.7288320433,7630,6765,121,48
2015,12,27,10,1.42,7.91,244.149762614,63.029737386,7607,6819,160,37
2015,12,27,11,1.45,8.882,254.250713189,59.8383868106,7215,6522,175,32
2015,12,27,12,1.4,9.09,209.317334405,57.5902655954,6986,6306,158,29
2015,12,27,13,1.25,8.099,124.662294291,52.249605709,6885,6204,113,28
2015,12,27,14,1.72,5.82,31.4635399838,31.6457600162,7138,6309,54,41
2015,12,27,15,2.11,4.078,0.348907537392,1.05499246261,7904,6780,17,52
2015,12,27,16,2.3,3.653,0,0,8203,7180,7,58
2015,12,27,17,2.42,3.475,0,0,8127,7251,7,73
2015,12,27,18,2.47,3.417,0,0,7802,7050,0,86
2015,12,27,19,2.51,3.363,0,0,7424,6737,0,75
2015,12,27,20,2.5,3.286,0,0,7010,6348,0,81
2015,12,27,21,2.53,3.011,0,0,7000,6434,0,92
2015,12,27,22,2.59,2.679,0,0,6478,6055,0,88
2015,12,27,23,2.61,2.37,0,0,6088,5553,0,109
2015,12,28,0,2.6,2.129,0,0,5833,5323,0,99
2015,12,28,1,2.62,1.924,0,0,5700,5182,0,84
2015,12,28,2,2.65,1.802,0,0,5737,5057,0,87
2015,12,28,3,2.59,1.778,0,0,5986,5187,0,109
2015,12,28,4,2.49,1.788,0,0,6728,5703,0,91
2015,12,28,5,2.41,1.819,0,0,7467,6335,0,60
2015,12,28,6,2.35,1.813,0.0593564576319,0.419343542368,8325,7092,8,48
2015,12,28,7,2.24,2.57,21.8490877141,32.2523122859,8687,7562,21,43
2015,12,28,8,2.07,4.556,105.846472403,58.2341275966,8735,7651,64,30
2015,12,28,9,1.73,6.621,189.144484672,65.2086153279,8718,7656,114,21
2015,12,28,10,1.36,8.09,237.972658522,66.9229414776,8712,7694,152,21
2015,12,28,11,1.24,8.873,240.8663298,66.4952701997,8439,7570,166,15
2015,12,28,12,1.15,8.916,194.657092075,65.0449079254,8357,7510,148,13
2015,12,28,13,0.96,7.878,110.64212799,59.41847201,8339,7447,107,8
2015,12,28,14,1.18,6.041,25.6032244913,34.0734755087,8526,7521,52,10
2015,12,28,15,1.31,4.805,0.331346548762,1.09945345124,9289,7928,16,19
2015,12,28,16,1.41,4.308,0,0,9443,8235,7,23
2015,12,28,17,1.57,3.828,0,0,9096,8027,7,37
2015,12,28,18,1.78,3.319,0,0,8537,7823,0,60
2015,12,28,19,1.97,2.972,0,0,7898,7276,0,91
2015,12,28,20,2.08,2.654,0,0,7397,6729,0,99
2015,12,28,21,2.15,2.273,0,0,7358,6690,0,157
2015,12,28,22,2.2,1.946,0,0,6829,6134,0,204
2015,12,28,23,2.29,1.68,0,0,6464,2038,0,252
2015,12,29,0,2.4,1.463,0,0,6180,1840,0,240
2015,12,29,1,2.53,1.235,0,0,6034,1671,0,232
2015,12,29,2,2.51,0.971,0,0,5947,1627,0,226
2015,12,29,3,2.53,0.745,0,0,6163,1664,0,239
2015,12,29,4,2.52,0.642,0,0,6788,2012,0,254
2015,12,29,5,2.56,0.541,0,0,7550,3218,0,237
2015,12,29,6,2.63,0.436,0.00338598280647,0.156314017194,8331,4210,8,177
2015,12,29,7,2.72,0.692,2.11619198679,27.5039080132,8867,4829,18,186
2015,12,29,8,2.78,1.709,14.2930526918,83.2584473082,9044,4573,52,150
2015,12,29,9,2.85,2.77,37.4970194653,126.664480535,9133,4438,92,160
2015,12,29,10,2.85,3.692,58.7908606065,146.943839393,9086,4436,122,224
2015,12,29,11,2.77,4.176,68.2240896534,146.736810347,8857,4244,135,280
2015,12,29,12,2.67,4.196,58.2821151933,128.524784807,8743,4528,120,281
2015,12,29,13,2.47,3.631,33.2073140682,92.7862859318,8679,4379,87,207
2015,12,29,14,2.25,2.259,7.92188273899,38.124417261,8767,4721,43,114
2015,12,29,15,1.93,0.917,0.160593525374,1.14760647463,9342,5319,14,71
2015,12,29,16,1.85,0.429,0,0,9430,5668,7,33
2015,12,29,17,1.77,0.155,0,0,9174,5779,7,9
2015,12,29,18,1.67,0.03,0,0,8497,5679,0,12
2015,12,29,19,1.55,0.016,0,0,7965,4839,0,18
2015,12,29,20,1.44,-0.009,0,0,7410,4399,0,22
2015,12,29,21,1.32,-0.075,0,0,7347,4046,0,28
2015,12,29,22,1.24,-0.145,0,0,6833,3872,0,37
2015,12,29,23,1.28,-0.258,0,0,6489,5990,0,27
2015,12,30,0,1.31,-0.443,0,0,6215,5573,0,47
2015,12,30,1,1.33,-0.659,0,0,6092,5463,0,75
2015,12,30,2,1.39,-0.871,0,0,6000,5302,0,142
2015,12,30,3,1.57,-1.087,0,0,6341,5449,0,233
2015,12,30,4,1.85,-1.303,0,0,6943,5852,0,194
2015,12,30,5,2.19,-1.485,0,0,7655,6488,0,233
2015,12,30,6,2.57,-1.648,0.0153834470166,0.297516552983,8517,7280,8,459
2015,12,30,7,3.17,-1.497,6.4107747611,32.2034252389,9046,7732,16,492
2015,12,30,8,3.57,-0.481,57.0222773572,79.0766226428,9154,7987,45,464
2015,12,30,9,4.04,0.78,156.813241878,82.0038581219,9193,8009,86,409
2015,12,30,10,4.37,1.805,240.175210007,68.4699899929,9146,7936,122,409
2015,12,30,11,4.38,2.486,263.142960007,59.3372399931,8882,7867,139,369
2015,12,30,12,4.27,2.614,222.236976401,55.0487235987,8755,7666,128,429
2015,12,30,13,3.92,1.988,135.086824464,50.1512755358,8618,7585,90,435
2015,12,30,14,3.02,-0.16,35.4706661222,31.9997338778,8687,7655,44,412
2015,12,30,15,3.15,-2.767,0.365599602562,1.18350039744,9382,7976,15,555
2015,12,30,16,3.34,-3.57,0,0,9636,8393,7,679
2015,12,30,17,3.49,-3.958,0,0,9427,8261,7,901
2015,12,30,18,3.68,-4.238,0,0,8840,7792,0,1136
2015,12,30,19,3.77,-4.578,0,0,8200,7302,0,1290
2015,12,30,20,3.83,-4.833,0,0,7807,6787,0,1389
2015,12,30,21,3.88,-5.073,0,0,7761,6801,0,1437
2015,12,30,22,3.89,-5.265,0,0,7221,6355,0,1443
2015,12,30,23,3.79,-5.461,0,0,6838,6166,0,1351
2015,12,31,0,3.76,-5.614,0,0,6526,5831,0,1370
2015,12,31,1,3.77,-5.704,0,0,6386,5672,0,1491
2015,12,31,2,3.77,-5.703,0,0,6249,5458,0,1473
2015,12,31,3,3.78,-5.689,0,0,6425,5536,0,1418
2015,12,31,4,3.77,-5.666,0,0,6875,5849,0,1439
2015,12,31,5,3.76,-5.689,0,0,7400,6218,0,1543
2015,12,31,6,3.79,-5.666,0.0718962928801,0.53010370712,8041,6856,8,1554
2015,12,31,7,4.1,-5.002,20.7810496038,34.7512503962,8439,7331,17,1433
2015,12,31,8,4.51,-3.394,104.943834902,62.7890650976,8501,7606,51,1236
2015,12,31,9,4.57,-1.758,182.626080255,73.0829197449,8434,7651,92,1222
2015,12,31,10,4.38,-0.387,217.728094264,81.3500057362,8305,7604,123,1205
2015,12,31,11,4.14,0.458,197.98659233,91.1591076703,8120,7472,138,1283
2015,12,31,12,3.86,0.682,132.377288643,98.2490113573,7975,7284,126,1313
2015,12,31,13,3.48,0.217,50.7139378499,86.7269621501,7887,7104,91,1308
2015,12,31,14,2.98,-0.967,5.52120076297,35.156899237,8044,7108,45,1212
2015,12,31,15,2.82,-2.112,0.0155050011647,0.472894998835,8733,7495,15,1028
2015,12,31,16,2.81,-2.378,0,0,8847,7909,7,970
2015,12,31,17,2.59,-2.504,0,0,8554,7763,7,922
2015,12,31,18,2.41,-2.591,0,0,8039,7388,0,863
2015,12,31,19,2.26,-2.608,0,0,7521,6914,0,732
2015,12,31,20,2.11,-2.515,0,0,7223,6601,0,601
2015,12,31,21,1.9,-2.425,0,0,7424,6816,0,419
2015,12,31,22,1.75,-2.344,0,0,7094,6512,0,324
2015,12,31,23,1.58,-2.239,0,0,6761,6179,0,229
2016,1,1,0,1.37,-2.145,0,0,6406,5977,0,152
2016,1,1,1,1.2,-2.043,0,0,6155,5727,0,110
2016,1,1,2,1.18,-1.954,0,0,5850,5407,0,56
2016,1,1,3,1.24,-1.956,0,0,5847,5314,0,39
2016,1,1,4,1.24,-2.041,0,0,5964,5401,0,34
2016,1,1,5,1.24,-2.048,0,0,6051,5406,0,32
2016,1,1,6,1.3,-2.006,0.00678747456082,0.276312525439,6348,5761,8,34
2016,1,1,7,1.4,-1.678,0.759081230515,20.0608187695,6688,5954,13,32
2016,1,1,8,1.46,-0.891,4.09109905181,63.6796009482,7143,6325,37,42
2016,1,1,9,1.62,0.04,11.6663612736,107.935238726,7491,6645,71,50
2016,1,1,10,1.9,1.124,33.6928451041,146.588354896,7568,6797,100,46
2016,1,1,11,2.1,2.094,68.1303170965,151.370182904,7400,6727,116,50
2016,1,1,12,2.13,2.535,66.2811822257,130.573617774,7292,6589,114,50
2016,1,1,13,1.77,2.167,39.3197360867,95.1756639133,7238,6552,87,57
